osm_type,osm_id,name,operator,operator_wikidata,ref,lat,lon,footprint_m2,county_fips,state,first_seen
node,14045039391,CloudHQ LC13,CloudHQ,,LC13,39.004995,-77.476723,0.0,51107,VA,
node,14045039392,CloudHQ LC1,CloudHQ,,LC1,39.005445,-77.478515,0.0,51107,VA,
node,14045039393,CloudHQ LC11,CloudHQ,,LC11,39.006588,-77.477699,0.0,51107,VA,
node,14045039394,CloudHQ LC5,CloudHQ,,LC5,39.009805,-77.476734,0.0,51107,VA,
node,14045039395,Cologix ASH2,Cologix,Q18348355,,39.019496,-77.457953,0.0,51107,VA,
node,14045092726,Sabey Data Centers Ashburn - Building A,Sabey Data Centers,Q104864464,,39.013795,-77.476938,0.0,51107,VA,
node,14045092727,NTT Ashburn VA8 Data Center,NTT,Q1054787,VA8,39.018788,-77.475672,0.0,51107,VA,
way,25706343,Cyxtera Dallas-Fort Worth Data Center,Cyxtera,Q111143924,,32.832714,-97.041045,28636.9,48439,TX,2023-09-25
way,28544618,Equinix Infomart,Equinix,Q851641,,32.800943,-96.819511,22281.5,48113,TX,2022-12-27
way,29827954,CoreSite BO1,,,BO1,42.376706,-71.079758,12445.3,25017,MA,2023-04-26
way,30666790,USPO Terminal Annex,United States Postal Service,Q668687,,34.058102,-118.235393,9222.6,06037,CA,2023-04-26
way,30827429,DataBank,,,,32.778301,-96.798437,4047.3,48113,TX,2026-01-19
way,31250931,CyrusOne Cincinnati-Mason CIN3,CyrusOne,Q16953751,CIN3,39.303896,-84.311580,7693.6,39165,OH,2024-12-27
way,31800424,LightEdge SAN1,,,,32.827866,-117.129934,7764.5,06073,CA,2023-04-26
way,31803515,EdgeConneX San Diego,EdgeConneX,Q115477226,,32.842309,-117.169345,3642.3,06073,CA,2025-12-28
way,32560290,RagingWire CA2,NTT,Q1054787,CA2,38.650400,-121.491946,19017.5,06067,CA,2023-04-26
way,32560292,RagingWire CA1,NTT,Q1054787,CA1,38.650432,-121.489186,17865.5,06067,CA,2023-04-26
way,34770750,Hewlett-Packard,,,,34.082226,-84.267450,120244.7,13121,GA,2022-02-24
way,35491576,Equinix SV1,Equinix,Q851641,SV1,37.241587,-121.783320,12544.1,06085,CA,2016-12-16
way,36897140,,,,,39.294048,-84.412113,1214.7,39061,OH,2021-06-07
way,37877544,Lumen Sunnyvale 1,Lumen Technologies,Q5063092,,37.373439,-121.987813,7165.9,06085,CA,2025-12-23
way,37947313,OpenColo,,,,37.378816,-121.955937,6082.5,06085,CA,2024-12-20
way,37947314,Equinix Santa Clara SV2,Equinix,Q851641,SV2,37.378434,-121.954992,7535.0,06085,CA,2016-12-16
way,37947315,Layer42 Santa Clara,Layer42,,,37.378040,-121.954151,2325.5,06085,CA,2016-12-17
way,38305431,Digital Realty Silicon Valley SJC34,Digital Realty,Q5275969,,37.372388,-121.973619,12007.0,06085,CA,2016-12-17
way,38305568,Csquare SFO1,Csquare,,,37.371519,-121.969697,8565.1,06085,CA,2016-12-17
way,38305611,,Vantage,,,37.373386,-121.972693,8295.6,06085,CA,2016-12-17
way,39083541,Strategic Datasphere,,,,34.094797,-84.235697,11844.0,13121,GA,2026-02-01
way,39083797,Flexential Atlanta - Alpharetta Data Center,Flexential,Q115417504,,34.087003,-84.251748,7071.1,13121,GA,2023-04-08
way,39083830,Secure Data Center,,,,34.093708,-84.250876,17095.3,13121,GA,2022-01-29
way,40608200,Cologix Santa Clara SV1 Data Center,Cologix,,SV1,37.365333,-121.961700,7496.0,06085,CA,2024-12-20
way,42000820,Old Main,Clarkson University,,,44.668112,-74.980571,2290.0,36089,NY,2026-04-20
way,42323063,Netrality Data Centers,,,,38.629262,-90.197175,2145.5,29510,MO,2022-10-31
way,45448535,,Verizon,Q919641,,44.991458,-93.280292,4754.9,27053,MN,2025-04-08
way,45583050,,,,,38.803415,-77.510577,4915.2,51153,VA,2023-11-29
way,45776978,Amazon IAD11,Amazon Web Services,Q456157,Amazon IAD11,38.790500,-77.541111,11378.3,51153,VA,2016-12-16
way,45776979,Amazon IAD24,Amazon Web Services,Q456157,IAD24,38.790350,-77.540006,2916.1,51153,VA,2016-12-16
way,45776988,Amazon IAD7,Amazon Web Services,Q456157,Amazon IAD-7,38.791204,-77.538277,10165.7,51153,VA,2016-12-16
way,46128119,CyrusOne CIN2,CyrusOne,Q16953751,CIN2,39.102695,-84.517898,2743.8,39061,OH,2019-10-23
way,46831933,VA 4,Digital Realty,Q5275969,,38.778111,-77.594876,24483.6,51153,VA,2021-08-03
way,48242814,Amazon IAD10,Amazon Web Services,Q456157,IAD10,39.021646,-77.432876,10472.6,51107,VA,2016-12-16
way,48242816,Amazon IAD32,Amazon Web Services,Q456157,IAD32,39.021569,-77.434794,3316.7,51107,VA,2016-12-16
way,52059176,NTT RagingWire DC - Hillsboro,NTT,Q1054787,HI1,45.549584,-122.937393,24186.3,41067,OR,2021-03-23
way,52094269,Centersquare IAD1-B,Centersquare,Q127304226,IAD1-B,39.023907,-77.415190,7345.9,51107,VA,2016-12-17
way,52094270,Centersquare IAD1-A,Centersquare,Q127304226,IAD1-A,39.023321,-77.413201,8345.5,51107,VA,2016-12-17
way,52094294,Centersquare IAD1-C,Centersquare,Q127304226,IAD1-C,39.024756,-77.412204,12577.5,51107,VA,2016-12-17
way,52227492,Flexential Minneapolis - Chaska,Flexential,Q115417504,,44.851593,-93.598831,12588.9,27019,MN,2024-08-15
way,52958203,Pearl Plaza Office Building,,,,39.745230,-104.979332,4532.5,08031,CO,2023-04-26
way,54119665,Csquare SFO2,Csquare,,SFO2,37.397579,-121.980869,13573.0,06085,CA,2025-12-23
way,54119667,Csquare SFO2,Csquare,,SFO2,37.398618,-121.981112,10748.2,06085,CA,2025-12-23
way,54121151,QTS Santa Clara 1,Quality Technology Services,Q18392800,,37.393987,-121.978309,2948.2,06085,CA,2025-12-23
way,54173383,CoreSite SV3,CoreSite,,SV3,37.375142,-121.971709,5370.7,06085,CA,2024-05-10
way,54173753,CoreSite SV6,CoreSite,,SV6,37.376302,-121.972084,5673.2,06085,CA,2024-12-20
way,54173755,CoreSite SV8,CoreSite,,SV8,37.377383,-121.971840,3865.7,06085,CA,2024-12-20
way,54383196,CoreSite SV5,CoreSite,,SV5,37.375196,-121.970690,4724.8,06085,CA,2024-12-20
way,54383197,CoreSite SV9,CoreSite,,SV9,37.375559,-121.969610,5611.7,06085,CA,2024-07-07
